ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
FLJ22662,ILMN_1707286,"Homo sapiens hypothetical protein FLJ22662 (FLJ22662), mRNA.",,,,12,14548081-14548130,12p13.1a,-,NM_024829.4,79887,FLJ22662,-1.816769153291915,10.289977415859116,-12.290248456559095,6.562827382293738e-23,1.3418330697166158e-21,41.36135012761566
GAPDH,ILMN_1343295,"Homo sapiens glyceraldehyde-3-phosphate dehydrogenase (GAPDH), mRNA.",cytoplasm [goid 5737] [evidence NAS]; cytoplasm [goid 5737] [evidence NAS]; cytoplasm [goid 5737] [evidence NAS],glucose metabolism [goid 6006] [evidence IEA]; glycolysis [goid 6096] [evidence NAS]; glucose metabolism [goid 6006] [evidence IEA]; glycolysis [goid 6096] [evidence NAS]; glucose metabolism [goid 6006] [evidence IEA]; glycolysis [goid 6096] [evidence NAS],glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity [goid 4365] [pmid 3170585] [evidence NAS]; oxidoreductase activity [goid 16491] [evidence IEA]; NAD binding [goid 51287] [evidence IEA]; glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity [goid 4365] [pmid 3170585] [evidence NAS]; oxidoreductase activity [goid 16491] [evidence IEA]; NAD binding [goid 51287] [evidence IEA]; glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity [goid 4365] [pmid 3170585] [evidence NAS]; oxidoreductase activity [goid 16491] [evidence IEA]; NAD binding [goid 51287] [evidence IEA],12,6517340-6517389,12p13.31d,+,NM_002046.2,2597,GAPDH,1.013374007361664,12.604532394956845,12.285831777437064,6.722655623085814e-23,1.373070700375546e-21,41.337372112690716
OSCAR,ILMN_1741917,"Homo sapiens osteoclast-associated receptor (OSCAR), transcript variant 3, mRNA.",,,receptor activity [goid 4872] [evidence IEA],19,59290134-59290183,19q13.42a,-,NM_130771.2,126014,OSCAR,-1.6174576149617739,8.698738360901777,-12.276896097289677,7.058041920216253e-23,1.4400622703184678e-21,41.28885729144819
TPSAB1,ILMN_1676256,"Homo sapiens tryptase alpha/beta 1 (TPSAB1), mRNA.",,defense response [goid 6952] [pmid 2677049] [evidence TAS]; defense response [goid 6952] [pmid 2677049] [evidence TAS],tryptase activity [goid 30019] [pmid 2187193] [evidence NAS]; serine-type endopeptidase activity [goid 4252] [evidence IEA]; peptidase activity [goid 8233] [evidence IEA]; tryptase activity [goid 30019] [pmid 2187193] [evidence NAS]; serine-type endopeptidase activity [goid 4252] [evidence IEA]; peptidase activity [goid 8233] [evidence IEA],16,1232163-1232212,16p13.3e,+,NM_003294.3,7177,TPSAB1,-2.147808183792309,10.706067781251303,-12.266880384259526,7.45393391827687e-23,1.519245840979339e-21,41.23447339797396
GLIPR1,ILMN_1769245,"Homo sapiens GLI pathogenesis-related 1 (glioma) (GLIPR1), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],,,12,74175624-74175673,12q21.2a,+,NM_006851.1,11010,GLIPR1,-1.8440894328935764,8.015768754009512,-12.26173871700952,7.665735313240133e-23,1.5607821586048485e-21,41.20655274878781
PGC,ILMN_1795484,"Homo sapiens progastricsin (pepsinogen C) (PGC), mRNA.",extracellular space [goid 5615] [pmid 3335549] [evidence TAS],digestion [goid 7586] [pmid 3335549] [evidence TAS],peptidase activity [goid 8233] [evidence IEA]; pepsin A activity [goid 4194] [evidence IEA],6,41812566-41812567:41812568-41812615,6p21.1f,-,NM_002630.1,5225,PGC,-3.9444083454450745,11.487455854546516,-12.254116363874973,7.990870885338435e-23,1.6252830814281774e-21,41.1651586550722
IDH2,ILMN_1751753,"Homo sapiens isocitrate dehydrogenase 2 (NADP+), mitochondrial (IDH2), mRNA.",mitochondrion [goid 5739] [pmid 8707889] [evidence IDA],tricarboxylic acid cycle [goid 6099] [evidence IEA]; metabolism [goid 8152] [pmid 8707889] [evidence NAS]; carbohydrate metabolism [goid 5975] [pmid 8954790] [evidence NAS]; main pathways of carbohydrate metabolism [goid 6092] [evidence IEA]; glyoxylate cycle [goid 6097] [evidence IEA],oxidoreductase activity [goid 16491] [evidence IEA]; isocitrate dehydrogenase (NADP+) activity [goid 4450] [pmid 8707889] [evidence NAS],15,88428515-88428564,15q26.1b,-,NM_002168.2,3418,IDH2,1.1534367962727057,10.363645812782607,12.252807108209513,8.048092430119762e-23,1.635214608976888e-21,41.15804826947646
ABHD6,ILMN_1706344,"Homo sapiens abhydrolase domain containing 6 (ABHD6), mRNA.",,aromatic compound metabolism [goid 6725] [evidence IEA],hydrolase activity [goid 16787] [evidence IEA],3,58255167-58255216,3p14.3a,+,NM_020676.4,57406,ABHD6,-1.082461788465542,7.65853765369522,-12.251365780210364,8.111561126848648e-23,1.6463934224650615e-21,41.1502205100442
ALDH1A1,ILMN_1709348,"Homo sapiens aldehyde dehydrogenase 1 family, member A1 (ALDH1A1), mRNA.",cytoplasm [goid 5737] [pmid 2987944] [evidence TAS],metabolism [goid 8152] [evidence IEA]; aldehyde metabolism [goid 6081] [pmid 1709013] [evidence TAS],oxidoreductase activity [goid 16491] [evidence IEA]; Ras GTPase activator activity [goid 5099] [pmid 1709013] [evidence TAS]; retinal dehydrogenase activity [goid 1758] [evidence IEA]; aldehyde dehydrogenase (NAD) activity [goid 4029] [pmid 1709013] [evidence TAS]; androgen binding [goid 5497] [pmid 1709013] [evidence TAS],9,74710736-74710768:74714338-74714354,9q21.13a,-,NM_000689.3,216,ALDH1A1,-2.1331888991346073,9.815318737631783,-12.250771470684446,8.137877271022357e-23,1.6500160106750326e-21,41.14699282059178
LYZ,ILMN_1815205,"Homo sapiens lysozyme (renal amyloidosis) (LYZ), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],metabolism [goid 8152] [evidence IEA]; cell wall catabolism [goid 16998] [evidence IEA]; cytolysis [goid 19835] [evidence IEA]; metabolism [goid 8152] [evidence IEA]; cell wall catabolism [goid 16998] [evidence IEA]; cytolysis [goid 19835] [evidence IEA],"hydrolase activity, acting on glycosyl bonds [goid 16798] [evidence IEA]; lysozyme activity [goid 3796] [evidence IEA]; hydrolase activity, acting on glycosyl bonds [goid 16798] [evidence IEA]; lysozyme activity [goid 3796] [evidence IEA]",12,68032310-68032345:68033200-68033213,12q15c,+,NM_000239.1,4069,LYZ,-2.639461293473957,9.682060722903902,-12.244151333806128,8.436865912832339e-23,1.708860003238442e-21,41.111037629190434
MYL9,ILMN_1675062,"Homo sapiens myosin, light chain 9, regulatory (MYL9), transcript variant 1, mRNA.",myosin [goid 16459] [evidence IEA]; muscle myosin [goid 5859] [pmid 2526655] [evidence TAS]; myosin [goid 16459] [evidence IEA]; muscle myosin [goid 5859] [pmid 2526655] [evidence TAS],regulation of muscle contraction [goid 6937] [pmid 2526655] [evidence TAS]; regulation of muscle contraction [goid 6937] [pmid 2526655] [evidence TAS],structural constituent of muscle [goid 8307] [pmid 2526655] [evidence TAS]; motor activity [goid 3774] [evidence IEA]; calcium ion binding [goid 5509] [evidence IEA]; structural constituent of muscle [goid 8307] [pmid 2526655] [evidence TAS]; motor activity [goid 3774] [evidence IEA]; calcium ion binding [goid 5509] [evidence IEA],20,34611451-34611500,20q11.23a,+,NM_006097.3,10398,MYL9,-1.4938695559753548,8.659236216580828,-12.243854310168404,8.450535566480198e-23,1.7098513552737968e-21,41.10942438329545
KCTD13,ILMN_1786843,"Homo sapiens potassium channel tetramerisation domain containing 13 (KCTD13), mRNA.",nucleus [goid 5634] [evidence IEA]; voltage-gated potassium channel complex [goid 8076] [evidence IEA]; membrane [goid 16020] [evidence IEA],potassium ion transport [goid 6813] [evidence IEA]; protein homooligomerization [goid 51260] [pmid 15726626] [evidence ISS]; DNA replication [goid 6260] [pmid 15726626] [evidence ISS]; actin cytoskeleton organization and biogenesis [goid 30036] [pmid 15726626] [evidence ISS]; regulation of transcription [goid 45449] [pmid 15726626] [evidence ISS]; protein heterooligomerization [goid 51291] [pmid 15726626] [evidence ISS]; DNA repair [goid 6281] [pmid 15726626] [evidence ISS],protein binding [goid 5515] [pmid 15726626] [evidence ISS]; voltage-gated potassium channel activity [goid 5249] [evidence IEA],16,29825334-29825383,16p11.2d,-,NM_178863.2,253980,KCTD13,1.3807856261767437,8.004540024017142,12.230781293238831,9.07468663071782e-23,1.834235155596854e-21,41.03841526741092
NCF1C,ILMN_2112988,Homo sapiens neutrophil cytosolic factor 1C pseudogene (NCF1C) on chromosome 7.,,,,,,,,NR_003187.1,654817,NCF1C,-1.681208645693446,8.044640318762672,-12.227364358571924,9.2453029993535406e-23,1.8652643293182066e-21,41.01985388716701
E2F2,ILMN_1777233,"Homo sapiens E2F transcription factor 2 (E2F2), mRNA.",transcription factor complex [goid 5667] [evidence IEA]; nucleus [goid 5634] [evidence IEA],"transcription [goid 6350] [evidence IEA]; transcription initiation from RNA polymerase II promoter [goid 6367] [pmid 8246996] [evidence TAS]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; cell cycle [goid 7049] [evidence IEA]",RNA polymerase II transcription factor activity [goid 3702] [pmid 8246996] [evidence TAS]; transcription factor activity [goid 3700] [pmid 8246995] [evidence NAS]; protein binding [goid 5515] [pmid 8246996] [evidence TAS],1,23705554-23705603,1p36.12a,-,NM_004091.2,1870,E2F2,1.7574290979454483,7.463639342680709,12.227323829944602,9.247345866673788e-23,1.8652643293182066e-21,41.019633724910996
C20orf20,ILMN_1790136,"Homo sapiens chromosome 20 open reading frame 20 (C20orf20), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; regulation of cell growth [goid 1558] [evidence IEA]; transcription [goid 6350] [evidence IEA]; chromatin modification [goid 16568] [evidence IEA]",,20,60902321-60902370,20q13.33d,+,NM_018270.3,55257,C20orf20,1.0564287004889827,10.283890753365815,12.226991376441683,9.264120444547585e-23,1.8667154794416724e-21,41.017827745974024
C3orf10,ILMN_1764500,"Homo sapiens chromosome 3 open reading frame 10 (C3orf10), mRNA.",,,,3,10143726-10143775,3p25.3b,+,NM_018462.4,55845,C3orf10,-1.0851380706408094,10.381110680995157,-12.217274243268589,9.768118744283403e-23,1.9621834405398158e-21,40.9650390039825
TRIM46,ILMN_1770865,"Homo sapiens tripartite motif-containing 46 (TRIM46), mRNA.",intracellular [goid 5622] [evidence IEA],,zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; protein binding [goid 5515] [evidence IEA],1,153423851-153423900,1q22a,+,NM_025058.3,80128,TRIM46,1.3279085473376746,5.737316450038055,12.213852854782978,9.952040138273015e-23,1.9970700524639515e-21,40.94645097092603
KDELR2,ILMN_1724293,"Homo sapiens KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 (KDELR2), mRNA.",endoplasmic reticulum [goid 5783] [pmid 1316805] [evidence TAS]; membrane [goid 16020] [evidence IEA]; Golgi apparatus [goid 5794] [pmid 1316805] [evidence TAS]; integral to membrane [goid 16021] [pmid 1325562] [evidence TAS],protein transport [goid 15031] [evidence IEA]; protein retention in ER [goid 6621] [evidence IEA]; intracellular protein transport [goid 6886] [pmid 1325562] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; ER retention sequence binding [goid 46923] [evidence IEA]; KDEL sequence binding [goid 5046] [pmid 1316805] [evidence TAS],7,6469227-6469276,7p22.1b,-,NM_006854.2,11014,KDELR2,1.2269540970463755,10.4442274420513,12.212645238145857,1.0017782321221998e-22,2.0081943264301505e-21,40.93988997252512
FOLR3,ILMN_1730454,"Homo sapiens folate receptor 3 (gamma) (FOLR3), mRNA.",membrane fraction [goid 5624] [pmid 8110752] [evidence TAS]; extrinsic to membrane [goid 19898] [pmid 8110752] [evidence TAS],folic acid transport [goid 15884] [pmid 8110752] [evidence TAS],folic acid binding [goid 5542] [pmid 8110752] [evidence TAS]; receptor activity [goid 4872] [evidence IEA],11,71528496-71528523:71528524-71528545,11q13.4a,+,NM_000804.2,2352,FOLR3,-3.4402966281278946,7.041366681966223,-12.20793466042788,1.027840996834762e-22,2.058322900650086e-21,40.91429659985847
SKIV2L,ILMN_1666512,"Homo sapiens superkiller viralicidic activity 2-like (S. cerevisiae) (SKIV2L), mRNA.",,regulation of translation [goid 6445] [pmid 7610041] [evidence TAS],ATP-dependent helicase activity [goid 8026] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA]; RNA binding [goid 3723] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; nucleic acid binding [goid 3676] [evidence IEA]; ATP-dependent RNA helicase activity [goid 4004] [pmid 7610041] [evidence TAS]; protein binding [goid 5515] [pmid 15231747] [evidence IPI],6,32045380-32045429,6p21.32b,+,NM_006929.4,6499,SKIV2L,1.0482867721297637,9.912829533953033,12.204488105532754,1.0473395372250204e-22,2.095216723083113e-21,40.89557013727478
MGC14376,ILMN_2390310,"Homo sapiens hypothetical protein MGC14376 (MGC14376), transcript variant 2, mRNA.",,,,17,1561813-1561862,17p13.3d,-,NM_001001870.1,84981,MGC14376,-1.7191286490251194,8.677406708251604,-12.179260024766371,1.2018138804579153e-22,2.3944113968018895e-21,40.75847728461798
SPSB1,ILMN_1714170,"Homo sapiens splA/ryanodine receptor domain and SOCS box containing 1 (SPSB1), mRNA.",,intracellular signaling cascade [goid 7242] [evidence IEA],,1,9351943-9351992,1p36.22d,+,NM_025106.2,80176,SPSB1,1.4173283645798662,9.117388865871161,12.174592038562926,1.2328052161690869e-22,2.453647562518351e-21,40.73310717487967
CLEC7A,ILMN_1700610,"Homo sapiens C-type lectin domain family 7, member A (CLEC7A), transcript variant 8, mRNA.",integral to membrane [goid 16021] [pmid 11567029] [evidence TAS],"reduction of virulence [goid 46803] [pmid 11567029] [evidence NAS]; antibacterial humoral response (sensu Vertebrata) [goid 19733] [pmid 11567029] [evidence NAS]; carbohydrate mediated signaling [goid 9756] [pmid 11567029] [evidence TAS]; antifungal humoral response (sensu Vertebrata) [goid 19734] [pmid 11567029] [evidence NAS]; cell recognition [goid 8037] [pmid 11567029] [evidence IDA]; phagocytosis, recognition [goid 6910] [pmid 11567029] [evidence IDA]",sugar binding [goid 5529] [pmid 11567029] [evidence IDA]; MHC protein binding [goid 42287] [pmid 11567029] [evidence NAS]; pattern recognition receptor activity [goid 8329] [pmid 11567029] [evidence IDA],12,10174011-10174060,12p13.2c,-,NM_197953.1,64581,CLEC7A,-1.1056156247692899,5.819473184913837,-12.171788871742484,1.251799252444357e-22,2.488909023865132e-21,40.7178716591342
JAZF1,ILMN_1682727,"Homo sapiens juxtaposed with another zinc finger gene 1 (JAZF1), mRNA.",nucleus [goid 5634] [evidence IEA],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; transcription [goid 6350] [evidence IEA]",metal ion binding [goid 46872] [evidence IEA]; nucleic acid binding [goid 3676] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA],7,27837063-27837112,7p15.2a-p15.1d,-,NM_175061.2,221895,JAZF1,-1.3156183956090564,7.4991676087679515,-12.165758056041827,1.2936634171546937e-22,2.5669075033868848e-21,40.68509214806536
ABCA3,ILMN_1758523,"Homo sapiens ATP-binding cassette, sub-family A (ABC1), member 3 (ABCA3), mRNA.",membrane fraction [goid 5624] [pmid 9027511] [evidence TAS]; integral to membrane [goid 16021] [pmid 9027511] [evidence TAS]; lamellar body [goid 42599] [pmid 11718719] [evidence IDA]; plasma membrane [goid 5886] [pmid 11718719] [evidence IDA],transport [goid 6810] [pmid 15531465] [evidence IDA]; response to drug [goid 42493] [pmid 8706931] [evidence TAS],"nucleotide binding [goid 166] [evidence IEA]; ATPase activity, coupled to transmembrane movement of substances [goid 42626] [pmid 9027511] [evidence TAS]; ATPase activity [goid 16887] [evidence IEA]; transporter activity [goid 5215] [pmid 9027511] [evidence TAS]; ATP binding [goid 5524] [pmid 9027511] [evidence TAS]",16,2265911-2265960,16p13.3d,-,NM_001089.1,21,ABCA3,-1.7715539694743132,11.391224429546437,-12.153521133042226,1.3829689245894144e-22,2.7413173444175726e-21,40.61857461906484
FAM43A,ILMN_1706015,"Homo sapiens family with sequence similarity 43, member A (FAM43A), mRNA.",,,,3,195890991-195891040,3q29d,+,NM_153690.4,131583,FAM43A,-1.5121330569435845,8.921686856588797,-12.15181649193792,1.3958901910423655e-22,2.7641179240305377e-21,40.60930791468119
FLJ10159,ILMN_1666502,"Homo sapiens hypothetical protein FLJ10159 (FLJ10159), mRNA.",,,,6,108087919-108087968,6q21d,+,NM_018013.2,55084,FLJ10159,-1.1976758059043755,6.393921730296168,-12.15103835222806,1.4018286681510037e-22,2.773059045575869e-21,40.60507777229711
ENPP2,ILMN_1780799,"Homo sapiens ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin) (ENPP2), mRNA.",integral to plasma membrane [goid 5887] [pmid 1733949] [evidence TAS]; plasma membrane [goid 5886] [pmid 8579579] [evidence TAS],chemotaxis [goid 6935] [pmid 7982964] [evidence NAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 1733949] [evidence TAS]; phosphate metabolism [goid 6796] [pmid 8579579] [evidence TAS]; nucleotide metabolism [goid 9117] [evidence IEA]; cell motility [goid 6928] [pmid 1733949] [evidence TAS],nucleic acid binding [goid 3676] [evidence IEA]; transcription factor binding [goid 8134] [pmid 8586446] [evidence TAS]; hydrolase activity [goid 16787] [pmid 7982964] [evidence TAS]; nucleotide diphosphatase activity [goid 4551] [pmid 8579579] [evidence TAS]; endonuclease activity [goid 4519] [evidence IEA]; phosphodiesterase I activity [goid 4528] [pmid 7982964] [evidence TAS],8,120638968-120639017,8q24.12b,-,NM_006209.2,5168,ENPP2,-1.9672470352542923,9.517311564142728,-12.147303814759354,1.4306834234990068e-22,2.827268408405492e-21,40.58477555820809
CLIC3,ILMN_1796423,"Homo sapiens chloride intracellular channel 3 (CLIC3), mRNA.",cytoplasm [goid 5737] [pmid 9880541] [evidence IDA]; membrane [goid 16020] [evidence IEA]; nucleus [goid 5634] [pmid 9880541] [evidence IDA],signal transduction [goid 7165] [pmid 9880541] [evidence TAS]; chloride transport [goid 6821] [pmid 9880541] [evidence IMP]; ion transport [goid 6811] [evidence IEA],protein binding [goid 5515] [pmid 9880541] [evidence IPI]; voltage-gated chloride channel activity [goid 5247] [evidence IEA],9,139008985-139009034,9q34.3e,-,NM_004669.2,9022,CLIC3,-1.9129216125903632,10.816977628528711,-12.130462162812233,1.568383248575143e-22,3.096245957293481e-21,40.493209838360706
